1.四则运算题目1    1 - 1 = 
8941.四则运算题目8941    0 * 9 + 9 + 7 = 
8942.四则运算题目8942    7 * 5 + 6 - 7 = 
8943.四则运算题目8943    9 - 2 / 7 + 9 = 
8944.四则运算题目8944    9 + 6 / 2 = 
8945.四则运算题目8945    8 * 3 / 3 = 
8946.四则运算题目8946    9 + 8 - 4 / 2 = 
8947.四则运算题目8947    8 - 8 / 5 + 5 = 
8948.四则运算题目8948    2 * 3 + 6 - 5 = 
8949.四则运算题目8949    8 + 6 * 7 - 8 = 
8950.四则运算题目8950    5 - 1 / 9 * 1 = 
8951.四则运算题目8951    8 * 3 / 3 / 1 = 
8952.四则运算题目8952    4 + 8 - 8 - 3 = 
8953.四则运算题目8953    6 + 8 * 6 + 1 = 
8954.四则运算题目8954    3 * 6 / 6 / 7 = 
8955.四则运算题目8955    6 * 3 - 2 + 3 = 
8956.四则运算题目8956    7 + 7 / 7 + 2 = 
8957.四则运算题目8957    1 / 1 / 7 * 6 = 
8958.四则运算题目8958    3 * 3 * 5 - 5 = 
8959.四则运算题目8959    5 / 6 + 8 - 6 = 
8960.四则运算题目8960    1 + 1 / 8 - 1 = 
8961.四则运算题目8961    6 / 4 * 7 - 2 = 
8962.四则运算题目8962    8 / 4 + 5 - 4 = 
8963.四则运算题目8963    4 + 4 * 5 - 9 = 
8964.四则运算题目8964    9 * 3 / 9 * 9 = 
8965.四则运算题目8965    5 * 5 + 5 + 4 = 
8966.四则运算题目8966    5 * 2 + 3 - 2 = 
8967.四则运算题目8967    7 + 6 - 6 - 7 = 
8968.四则运算题目8968    1 + 8 - 1 + 8 = 
8969.四则运算题目8969    3 * 5 / 3 * 5 = 
8970.四则运算题目8970    4 / 4 / 1 * 9 = 
8971.四则运算题目8971    0 * 1 + 2 - 1 = 
8972.四则运算题目8972    7 + 7 - 7 + 4 = 
8973.四则运算题目8973    3 - 4 / 7 * 3 = 
8974.四则运算题目8974    2 * 6 / 6 / 6 = 
8975.四则运算题目8975    4 + 7 / 5 - 1 = 
8976.四则运算题目8976    8 * 6 / 2 = 
8977.四则运算题目8977    3 * 7 - 2 / 6 = 
8978.四则运算题目8978    5 / 7 + 5 * 5 = 
8979.四则运算题目8979    6 - 6 / 9 + 6 = 
8980.四则运算题目8980    7 + 4 - 7 + 4 = 
8981.四则运算题目8981    0 / 7 * 0 / 2 = 
8982.四则运算题目8982    5 - 3 / 6 + 6 = 
8983.四则运算题目8983    5 + 5 + 8 * 7 = 
8984.四则运算题目8984    7 * 3 - 7 + 7 = 
8985.四则运算题目8985    8 / 4 + 9 - 8 = 
8986.四则运算题目8986    1 + 9 / 9 / 7 = 
8987.四则运算题目8987    6 * 8 - 6 + 4 = 
8988.四则运算题目8988    9 / 1 + 8 * 1 = 
8989.四则运算题目8989    2 + 9 * 6 / 9 = 
8990.四则运算题目8990    5 + 8 / 5 + 3 = 
8991.四则运算题目8991    0 / 2 + 4 * 2 = 
8992.四则运算题目8992    3 * 8 + 3 * 3 = 
8993.四则运算题目8993    8 + 8 + 8 + 4 = 
8994.四则运算题目8994    4 + 3 * 5 = 
8995.四则运算题目8995    9 * 7 / 6 + 7 = 
8996.四则运算题目8996    8 + 7 / 2 - 7 = 
8997.四则运算题目8997    2 * 8 - 8 - 7 = 
8998.四则运算题目8998    8 + 3 * 7 / 7 = 
8999.四则运算题目8999    6 - 5 / 3 + 5 = 
9000.四则运算题目9000    6 - 2 / 9 + 9 = 
9001.四则运算题目9001    5 * 7 + 5 * 5 = 
9002.四则运算题目9002    6 * 2 - 3 / 2 = 
9003.四则运算题目9003    6 * 7 + 6 * 6 = 
9004.四则运算题目9004    6 - 2 / 3 * 3 = 
9005.四则运算题目9005    9 + 8 / 8 / 3 = 
9006.四则运算题目9006    7 - 3 / 3 / 4 = 
9007.四则运算题目9007    1 / 7 + 7 + 3 = 
9008.四则运算题目9008    9 * 8 - 4 = 
9009.四则运算题目9009    2 / 1 * 2 / 2 = 
9010.四则运算题目9010    9 + 2 / 9 + 4 = 
9011.四则运算题目9011    1 + 7 / 8 = 
9012.四则运算题目9012    5 * 7 / 5 - 1 = 
9013.四则运算题目9013    6 * 7 / 1 + 7 = 
9014.四则运算题目9014    6 - 0 * 6 - 4 = 
9015.四则运算题目9015    4 * 5 - 4 * 5 = 
9016.四则运算题目9016    3 / 2 + 2 + 7 = 
9017.四则运算题目9017    2 / 5 - 2 / 5 = 
9018.四则运算题目9018    3 + 2 / 4 * 2 = 
9019.四则运算题目9019    8 / 9 * 8 = 
9020.四则运算题目9020    9 + 6 - 9 + 0 = 
9021.四则运算题目9021    2 * 8 / 9 + 2 = 
9022.四则运算题目9022    5 + 8 - 0 / 5 = 
9023.四则运算题目9023    3 - 3 / 3 / 3 = 
9024.四则运算题目9024    0 + 3 - 6 / 3 = 
9025.四则运算题目9025    3 + 2 / 7 = 
9026.四则运算题目9026    9 - 7 + 4 / 4 = 
9027.四则运算题目9027    4 * 7 / 2 = 
9028.四则运算题目9028    6 / 7 * 6 + 2 = 
9029.四则运算题目9029    1 / 4 * 0 + 5 = 
9030.四则运算题目9030    0 + 7 - 8 / 8 = 
9031.四则运算题目9031    7 + 8 / 8 / 8 = 
9032.四则运算题目9032    2 / 2 / 2 / 8 = 
9033.四则运算题目9033    1 / 5 + 2 * 4 = 
9034.四则运算题目9034    3 + 0 / 4 - 0 = 
9035.四则运算题目9035    1 - 5 / 9 = 
9036.四则运算题目9036    9 * 9 / 1 - 9 = 
9037.四则运算题目9037    7 * 7 / 7 * 7 = 
9038.四则运算题目9038    6 - 1 + 6 - 4 = 
9039.四则运算题目9039    5 / 2 + 5 - 5 = 
9040.四则运算题目9040    6 * 6 - 9 + 6 = 
9041.四则运算题目9041    8 - 8 + 8 * 6 = 
9042.四则运算题目9042    2 * 9 - 1 + 2 = 
9043.四则运算题目9043    3 * 8 - 3 * 3 = 
9044.四则运算题目9044    3 / 3 / 5 + 0 = 
9045.四则运算题目9045    3 + 1 / 1 - 3 = 
9046.四则运算题目9046    4 / 9 * 4 / 1 = 
9047.四则运算题目9047    9 * 9 / 5 + 9 = 
9048.四则运算题目9048    4 * 8 / 4 * 7 = 
9049.四则运算题目9049    1 / 8 + 7 = 
9050.四则运算题目9050    5 * 5 * 9 / 9 = 
9051.四则运算题目9051    6 - 0 + 7 * 7 = 
9052.四则运算题目9052    8 / 1 - 4 + 1 = 
9053.四则运算题目9053    8 + 6 / 4 - 8 = 
9054.四则运算题目9054    3 / 7 + 9 * 9 = 
9055.四则运算题目9055    1 / 1 / 5 * 1 = 
9056.四则运算题目9056    1 / 7 - 1 / 7 = 
9057.四则运算题目9057    2 + 2 + 8 / 6 = 
9058.四则运算题目9058    6 / 3 * 9 - 9 = 
9059.四则运算题目9059    1 * 7 + 0 - 1 = 
9060.四则运算题目9060    1 + 3 * 1 + 7 = 
9061.四则运算题目9061    6 + 6 + 3 * 6 = 
9062.四则运算题目9062    2 + 8 / 4 * 2 = 
9063.四则运算题目9063    9 - 5 / 3 = 
9064.四则运算题目9064    3 + 5 * 3 + 7 = 
9065.四则运算题目9065    3 / 3 / 9 * 2 = 
9066.四则运算题目9066    5 * 2 + 0 / 5 = 
9067.四则运算题目9067    2 * 5 + 5 / 2 = 
9068.四则运算题目9068    7 * 9 - 1 + 9 = 
9069.四则运算题目9069    1 * 5 - 2 / 5 = 
9070.四则运算题目9070    4 * 9 + 2 / 9 = 
9071.四则运算题目9071    8 + 8 + 9 - 7 = 
9072.四则运算题目9072    6 * 7 / 2 = 
9073.四则运算题目9073    0 * 5 + 3 / 5 = 
9074.四则运算题目9074    3 + 3 - 1 / 9 = 
9075.四则运算题目9075    3 - 1 * 0 / 3 = 
9076.四则运算题目9076    7 * 5 + 0 - 0 = 
9077.四则运算题目9077    0 + 8 / 5 * 5 = 
9078.四则运算题目9078    1 * 6 / 2 + 6 = 
9079.四则运算题目9079    0 / 6 * 0 + 6 = 
9080.四则运算题目9080    9 + 7 / 2 - 2 = 
9081.四则运算题目9081    8 * 4 + 4 + 5 = 
9082.四则运算题目9082    4 * 4 * 3 + 1 = 
9083.四则运算题目9083    6 + 6 + 7 / 4 = 
9084.四则运算题目9084    2 / 1 * 9 - 2 = 
9085.四则运算题目9085    4 + 4 + 3 / 4 = 
9086.四则运算题目9086    8 - 7 + 5 / 7 = 
9087.四则运算题目9087    5 - 5 / 9 = 
9088.四则运算题目9088    5 / 8 * 6 = 
9089.四则运算题目9089    7 + 7 + 6 * 7 = 
9090.四则运算题目9090    6 * 7 - 9 = 
9091.四则运算题目9091    5 + 5 + 3 * 7 = 
9092.四则运算题目9092    2 - 5 / 7 * 2 = 
9093.四则运算题目9093    6 + 6 + 4 * 6 = 
9094.四则运算题目9094    7 + 7 - 5 / 7 = 
9095.四则运算题目9095    8 - 3 + 8 - 9 = 
9096.四则运算题目9096    9 - 4 + 7 * 9 = 
9097.四则运算题目9097    8 + 1 - 1 - 0 = 
9098.四则运算题目9098    0 + 5 - 0 + 8 = 
9099.四则运算题目9099    9 + 1 / 3 * 9 = 
9100.四则运算题目9100    7 / 3 + 0 = 
9101.四则运算题目9101    7 - 5 / 8 * 5 = 
9102.四则运算题目9102    2 / 3 * 6 + 4 = 
9103.四则运算题目9103    3 + 9 - 3 + 4 = 
9104.四则运算题目9104    8 - 4 / 2 + 7 = 
9105.四则运算题目9105    7 * 3 + 1 / 7 = 
9106.四则运算题目9106    9 * 8 / 1 - 9 = 
9107.四则运算题目9107    9 / 2 * 0 + 2 = 
9108.四则运算题目9108    6 / 9 + 6 / 3 = 
9109.四则运算题目9109    9 * 9 * 1 - 8 = 
9110.四则运算题目9110    1 / 1 / 7 * 2 = 
9111.四则运算题目9111    2 + 1 / 7 * 7 = 
9112.四则运算题目9112    6 + 6 + 1 - 2 = 
9113.四则运算题目9113    7 * 9 + 6 = 
9114.四则运算题目9114    3 * 3 * 6 + 0 = 
9115.四则运算题目9115    9 * 9 / 6 = 
9116.四则运算题目9116    4 / 3 - 1 = 
9117.四则运算题目9117    5 * 5 * 7 / 5 = 
9118.四则运算题目9118    1 * 3 + 2 - 3 = 
9119.四则运算题目9119    7 - 9 / 3 = 
9120.四则运算题目9120    6 / 4 * 4 * 2 = 
9121.四则运算题目9121    9 - 1 / 1 / 4 = 
9122.四则运算题目9122    6 + 0 - 0 - 1 = 
9123.四则运算题目9123    5 * 5 * 4 - 1 = 
9124.四则运算题目9124    3 / 1 * 4 - 3 = 
9125.四则运算题目9125    7 + 9 / 8 * 7 = 
9126.四则运算题目9126    4 / 8 + 6 = 
9127.四则运算题目9127    2 * 7 - 7 - 6 = 
9128.四则运算题目9128    2 - 1 / 1 / 9 = 
9129.四则运算题目9129    6 + 1 * 5 / 6 = 
9130.四则运算题目9130    6 + 3 * 6 + 2 = 
9131.四则运算题目9131    6 - 9 / 5 + 5 = 
9132.四则运算题目9132    1 * 1 * 4 / 9 = 
9133.四则运算题目9133    5 + 9 / 9 / 6 = 
9134.四则运算题目9134    3 + 5 / 7 = 
9135.四则运算题目9135    4 * 4 * 4 * 5 = 
9136.四则运算题目9136    4 + 8 * 7 - 4 = 
9137.四则运算题目9137    4 * 6 + 7 / 4 = 
9138.四则运算题目9138    5 + 3 * 1 / 1 = 
9139.四则运算题目9139    4 / 3 + 4 * 4 = 
9140.四则运算题目9140    2 + 3 / 2 - 3 = 
9141.四则运算题目9141    1 / 9 - 1 / 9 = 
9142.四则运算题目9142    5 + 6 * 3 / 6 = 
9143.四则运算题目9143    3 * 5 + 2 - 3 = 
9144.四则运算题目9144    4 + 6 / 2 = 
9145.四则运算题目9145    8 / 7 * 3 - 3 = 
9146.四则运算题目9146    9 * 9 * 9 - 4 = 
9147.四则运算题目9147    5 * 5 * 9 - 5 = 
9148.四则运算题目9148    8 + 1 / 8 + 1 = 
9149.四则运算题目9149    3 / 7 * 7 * 8 = 
9150.四则运算题目9150    7 + 0 * 7 + 3 = 
9151.四则运算题目9151    5 + 5 + 5 - 9 = 
9152.四则运算题目9152    4 + 5 / 4 - 4 = 
9153.四则运算题目9153    3 / 9 + 2 = 
9154.四则运算题目9154    9 * 9 * 3 / 2 = 
9155.四则运算题目9155    8 * 9 - 8 * 8 = 
9156.四则运算题目9156    3 + 0 / 3 + 7 = 
9157.四则运算题目9157    9 * 1 / 4 + 9 = 
9158.四则运算题目9158    5 / 1 * 3 + 3 = 
9159.四则运算题目9159    4 * 4 - 7 + 7 = 
9160.四则运算题目9160    3 / 3 / 9 + 2 = 
9161.四则运算题目9161    9 / 8 + 9 / 2 = 
9162.四则运算题目9162    9 * 9 * 5 + 1 = 
9163.四则运算题目9163    2 * 9 - 0 + 9 = 
9164.四则运算题目9164    9 - 4 / 5 + 5 = 
9165.四则运算题目9165    9 / 3 - 0 + 0 = 
9166.四则运算题目9166    6 * 6 * 6 + 7 = 
9167.四则运算题目9167    1 * 4 / 8 = 
9168.四则运算题目9168    6 * 5 - 1 = 
9169.四则运算题目9169    2 / 6 - 0 + 0 = 
9170.四则运算题目9170    3 + 3 + 4 / 4 = 
9171.四则运算题目9171    2 * 1 + 9 - 2 = 
9172.四则运算题目9172    5 - 9 / 6 = 
9173.四则运算题目9173    9 - 2 + 2 / 2 = 
9174.四则运算题目9174    8 + 5 - 8 + 1 = 
9175.四则运算题目9175    0 * 2 / 2 / 9 = 
9176.四则运算题目9176    7 / 1 * 1 * 7 = 
9177.四则运算题目9177    8 * 0 / 2 + 5 = 
9178.四则运算题目9178    6 * 9 + 9 + 3 = 
9179.四则运算题目9179    8 * 7 - 1 + 4 = 
9180.四则运算题目9180    6 + 9 - 9 - 4 = 
9181.四则运算题目9181    3 + 7 / 4 = 
9182.四则运算题目9182    4 + 9 * 9 / 1 = 
9183.四则运算题目9183    4 / 3 + 7 - 3 = 
9184.四则运算题目9184    3 * 5 - 5 - 8 = 
9185.四则运算题目9185    6 - 3 / 3 / 4 = 
9186.四则运算题目9186    5 * 2 - 5 / 9 = 
9187.四则运算题目9187    4 - 8 / 8 / 1 = 
9188.四则运算题目9188    6 / 2 + 6 * 6 = 
9189.四则运算题目9189    7 * 7 - 3 = 
9190.四则运算题目9190    0 * 7 + 7 + 2 = 
9191.四则运算题目9191    2 * 2 * 6 + 2 = 
9192.四则运算题目9192    8 - 3 + 7 * 8 = 
9193.四则运算题目9193    5 - 0 / 5 - 1 = 
9194.四则运算题目9194    4 + 4 / 4 + 3 = 
9195.四则运算题目9195    9 + 4 / 3 - 9 = 
9196.四则运算题目9196    6 / 3 + 5 - 5 = 
9197.四则运算题目9197    3 + 2 - 3 + 7 = 
9198.四则运算题目9198    4 * 6 + 2 / 4 = 
9199.四则运算题目9199    2 * 4 / 3 + 0 = 
9200.四则运算题目9200    2 + 7 / 2 - 0 = 
9201.四则运算题目9201    4 + 4 + 9 - 3 = 
9202.四则运算题目9202    5 + 4 - 8 / 5 = 
9203.四则运算题目9203    3 + 3 + 2 - 5 = 
9204.四则运算题目9204    9 + 7 / 6 - 9 = 
9205.四则运算题目9205    6 * 7 + 8 - 6 = 
9206.四则运算题目9206    9 - 0 + 9 - 0 = 
9207.四则运算题目9207    5 * 3 + 5 * 2 = 
9208.四则运算题目9208    9 + 5 - 9 + 9 = 
9209.四则运算题目9209    4 * 1 - 4 / 4 = 
9210.四则运算题目9210    0 + 2 / 2 / 2 = 
9211.四则运算题目9211    7 / 7 / 6 * 6 = 
9212.四则运算题目9212    7 * 8 + 1 - 8 = 
9213.四则运算题目9213    5 + 7 / 5 + 6 = 
9214.四则运算题目9214    6 + 6 + 4 / 9 = 
9215.四则运算题目9215    1 - 1 / 3 = 
9216.四则运算题目9216    4 - 4 + 7 / 4 = 
9217.四则运算题目9217    2 / 7 + 9 - 9 = 
9218.四则运算题目9218    6 - 7 / 6 + 6 = 
9219.四则运算题目9219    6 - 7 / 4 = 
9220.四则运算题目9220    2 / 3 + 2 / 3 = 
9221.四则运算题目9221    5 + 9 - 9 - 4 = 
9222.四则运算题目9222    8 * 4 / 8 * 8 = 
9223.四则运算题目9223    9 / 3 * 9 = 
9224.四则运算题目9224    8 * 6 - 5 = 
9225.四则运算题目9225    4 * 3 / 4 * 2 = 
9226.四则运算题目9226    9 * 7 - 9 + 7 = 
9227.四则运算题目9227    6 / 9 * 9 * 3 = 
9228.四则运算题目9228    4 + 6 - 1 / 6 = 
9229.四则运算题目9229    4 + 7 * 4 + 2 = 
9230.四则运算题目9230    9 + 0 / 8 = 
9231.四则运算题目9231    6 * 5 - 2 = 
9232.四则运算题目9232    7 + 7 + 5 / 1 = 
9233.四则运算题目9233    3 + 0 / 3 + 9 = 
9234.四则运算题目9234    9 + 6 * 9 + 2 = 
9235.四则运算题目9235    7 + 3 * 7 / 3 = 
9236.四则运算题目9236    8 * 6 + 0 - 6 = 
9237.四则运算题目9237    8 * 8 / 4 + 7 = 
9238.四则运算题目9238    9 + 2 / 2 - 1 = 
9239.四则运算题目9239    9 / 6 + 8 = 
9240.四则运算题目9240    9 * 5 + 7 = 
9241.四则运算题目9241    4 * 7 - 9 / 9 = 
9242.四则运算题目9242    5 * 8 + 4 / 4 = 
9243.四则运算题目9243    0 + 0 + 4 / 5 = 
9244.四则运算题目9244    7 / 8 * 4 = 
9245.四则运算题目9245    1 - 5 / 6 = 
9246.四则运算题目9246    7 * 1 + 6 - 8 = 
9247.四则运算题目9247    3 * 7 / 3 - 3 = 
9248.四则运算题目9248    9 - 4 + 9 - 0 = 
9249.四则运算题目9249    8 / 9 + 0 * 0 = 
9250.四则运算题目9250    6 / 9 - 4 * 0 = 
9251.四则运算题目9251    9 / 6 + 9 - 8 = 
9252.四则运算题目9252    5 + 3 - 3 - 3 = 
9253.四则运算题目9253    4 + 9 / 2 = 
9254.四则运算题目9254    6 * 6 * 2 / 1 = 
9255.四则运算题目9255    5 + 6 * 9 - 5 = 
9256.四则运算题目9256    0 / 2 + 2 + 4 = 
9257.四则运算题目9257    1 / 1 + 6 - 1 = 
9258.四则运算题目9258    4 - 1 * 0 + 7 = 
9259.四则运算题目9259    3 - 1 + 3 - 5 = 
9260.四则运算题目9260    7 / 2 + 7 / 4 = 
9261.四则运算题目9261    7 * 9 - 4 + 9 = 
9262.四则运算题目9262    5 / 5 / 5 * 8 = 
9263.四则运算题目9263    7 * 7 * 7 - 9 = 
9264.四则运算题目9264    5 + 4 / 2 * 2 = 
9265.四则运算题目9265    3 / 3 * 7 - 3 = 
9266.四则运算题目9266    2 * 3 / 3 / 2 = 
9267.四则运算题目9267    3 / 7 * 7 * 3 = 
9268.四则运算题目9268    5 / 7 - 9 * 0 = 
9269.四则运算题目9269    5 * 5 * 2 + 4 = 
9270.四则运算题目9270    6 * 5 + 9 / 2 = 
9271.四则运算题目9271    8 + 5 - 8 + 3 = 
9272.四则运算题目9272    9 * 8 + 5 - 5 = 
9273.四则运算题目9273    3 - 4 / 9 = 
9274.四则运算题目9274    2 * 8 - 2 * 2 = 
9275.四则运算题目9275    5 * 4 / 1 + 4 = 
9276.四则运算题目9276    6 / 8 - 6 / 9 = 
9277.四则运算题目9277    9 * 5 / 5 / 1 = 
9278.四则运算题目9278    0 + 8 / 2 - 2 = 
9279.四则运算题目9279    1 / 2 + 2 * 2 = 
9280.四则运算题目9280    3 + 5 * 6 = 
9281.四则运算题目9281    1 * 3 + 9 / 3 = 
9282.四则运算题目9282    2 + 5 - 3 / 3 = 
9283.四则运算题目9283    5 - 2 + 4 / 5 = 
9284.四则运算题目9284    3 + 6 * 3 + 5 = 
9285.四则运算题目9285    2 / 5 - 2 / 9 = 
9286.四则运算题目9286    7 + 3 / 3 * 8 = 
9287.四则运算题目9287    7 / 2 * 1 + 7 = 
9288.四则运算题目9288    9 * 7 - 7 - 9 = 
9289.四则运算题目9289    9 - 6 * 7 / 9 = 
9290.四则运算题目9290    3 + 4 / 7 = 
9291.四则运算题目9291    7 + 8 - 7 + 9 = 
9292.四则运算题目9292    0 + 7 / 5 * 0 = 
9293.四则运算题目9293    4 * 5 - 7 = 
9294.四则运算题目9294    3 - 1 / 7 = 
9295.四则运算题目9295    9 * 8 / 8 / 2 = 
9296.四则运算题目9296    5 * 8 / 2 - 8 = 
9297.四则运算题目9297    8 * 2 + 5 / 9 = 
9298.四则运算题目9298    8 * 1 / 3 + 1 = 
9299.四则运算题目9299    9 * 7 + 3 - 7 = 
9300.四则运算题目9300    9 * 7 + 0 - 0 = 
9301.四则运算题目9301    1 / 9 + 4 - 1 = 
9302.四则运算题目9302    3 / 9 + 1 * 7 = 
9303.四则运算题目9303    2 * 9 / 1 + 1 = 
9304.四则运算题目9304    9 * 8 + 9 * 5 = 
9305.四则运算题目9305    0 / 6 + 0 / 5 = 
9306.四则运算题目9306    1 / 5 * 4 = 
9307.四则运算题目9307    6 - 3 + 0 / 3 = 
9308.四则运算题目9308    8 / 4 + 7 = 
9309.四则运算题目9309    7 - 3 + 3 + 9 = 
9310.四则运算题目9310    6 / 6 / 9 * 3 = 
9311.四则运算题目9311    3 * 4 + 0 / 4 = 
9312.四则运算题目9312    9 * 5 - 6 = 
9313.四则运算题目9313    9 * 6 - 6 - 6 = 
9314.四则运算题目9314    2 / 9 * 2 / 8 = 
9315.四则运算题目9315    5 + 8 * 8 * 3 = 
9316.四则运算题目9316    3 * 2 - 1 + 3 = 
9317.四则运算题目9317    6 * 1 / 6 * 0 = 
9318.四则运算题目9318    7 / 9 * 7 / 3 = 
9319.四则运算题目9319    5 * 6 + 6 + 9 = 
9320.四则运算题目9320    9 * 7 - 9 / 7 = 
9321.四则运算题目9321    4 - 2 * 6 / 4 = 
9322.四则运算题目9322    0 / 3 + 3 * 3 = 
9323.四则运算题目9323    1 + 8 / 7 - 1 = 
9324.四则运算题目9324    3 - 8 / 9 = 
9325.四则运算题目9325    4 * 6 + 4 * 4 = 
9326.四则运算题目9326    7 / 8 * 6 = 
9327.四则运算题目9327    6 - 7 / 4 * 0 = 
9328.四则运算题目9328    5 - 1 / 7 * 7 = 
9329.四则运算题目9329    8 * 2 - 0 / 9 = 
9330.四则运算题目9330    6 * 2 / 7 + 6 = 
9331.四则运算题目9331    8 / 2 - 3 + 3 = 
9332.四则运算题目9332    9 / 5 + 9 / 9 = 
9333.四则运算题目9333    5 / 8 + 6 - 6 = 
9334.四则运算题目9334    6 * 2 / 7 + 2 = 
9335.四则运算题目9335    7 * 6 + 6 / 6 = 
9336.四则运算题目9336    1 + 8 / 4 = 
9337.四则运算题目9337    9 - 6 / 3 + 4 = 
9338.四则运算题目9338    7 / 8 + 9 = 
9339.四则运算题目9339    0 / 7 * 1 + 1 = 
9340.四则运算题目9340    6 * 9 - 6 * 4 = 
9341.四则运算题目9341    5 + 5 / 5 + 0 = 
9342.四则运算题目9342    4 * 3 + 0 / 9 = 
9343.四则运算题目9343    8 + 5 - 8 + 2 = 
9344.四则运算题目9344    8 + 5 * 9 - 8 = 
9345.四则运算题目9345    8 / 2 * 8 / 8 = 
9346.四则运算题目9346    6 / 5 + 6 / 9 = 
9347.四则运算题目9347    4 / 9 * 0 + 0 = 
9348.四则运算题目9348    5 + 5 + 7 * 9 = 
9349.四则运算题目9349    4 + 7 - 4 + 3 = 
9350.四则运算题目9350    8 - 4 / 6 = 
9351.四则运算题目9351    8 - 6 + 2 / 6 = 
9352.四则运算题目9352    7 - 2 / 7 - 3 = 
9353.四则运算题目9353    5 * 3 / 7 = 
9354.四则运算题目9354    5 + 1 - 2 / 5 = 
9355.四则运算题目9355    1 / 5 * 2 + 9 = 
9356.四则运算题目9356    9 / 8 + 3 = 
9357.四则运算题目9357    9 / 4 * 4 * 8 = 
9358.四则运算题目9358    8 + 8 + 2 / 1 = 
9359.四则运算题目9359    4 + 5 / 5 / 1 = 
9360.四则运算题目9360    0 + 3 * 3 - 7 = 
9361.四则运算题目9361    9 * 9 / 5 + 7 = 
9362.四则运算题目9362    4 + 3 * 3 * 5 = 
9363.四则运算题目9363    1 + 8 * 8 * 8 = 
9364.四则运算题目9364    6 / 6 / 9 + 8 = 
9365.四则运算题目9365    7 + 1 - 7 + 2 = 
9366.四则运算题目9366    3 + 8 - 3 + 3 = 
9367.四则运算题目9367    2 * 6 - 6 + 7 = 
9368.四则运算题目9368    4 + 6 / 6 / 8 = 
9369.四则运算题目9369    1 / 2 + 9 * 1 = 
9370.四则运算题目9370    2 + 2 + 3 - 7 = 
9371.四则运算题目9371    9 - 6 / 6 / 3 = 
9372.四则运算题目9372    3 + 7 / 3 + 1 = 
9373.四则运算题目9373    6 + 2 - 6 + 8 = 
9374.四则运算题目9374    8 - 7 * 7 / 8 = 
9375.四则运算题目9375    1 + 0 / 5 = 
9376.四则运算题目9376    6 * 2 - 8 + 2 = 
9377.四则运算题目9377    3 / 4 + 2 = 
9378.四则运算题目9378    8 * 1 - 7 / 8 = 
9379.四则运算题目9379    0 + 9 * 5 - 9 = 
9380.四则运算题目9380    7 + 8 * 7 + 0 = 
9381.四则运算题目9381    4 + 3 - 4 + 3 = 
9382.四则运算题目9382    8 + 1 / 1 / 2 = 
9383.四则运算题目9383    5 / 8 * 0 + 4 = 
9384.四则运算题目9384    8 / 5 + 2 - 2 = 
9385.四则运算题目9385    3 / 3 * 7 + 3 = 
9386.四则运算题目9386    6 - 1 + 4 / 8 = 
9387.四则运算题目9387    6 + 5 / 7 = 
9388.四则运算题目9388    5 + 5 + 7 - 5 = 
9389.四则运算题目9389    1 / 8 + 1 / 9 = 
9390.四则运算题目9390    6 * 6 * 5 + 6 = 
9391.四则运算题目9391    7 * 7 * 1 + 2 = 
9392.四则运算题目9392    8 / 6 + 3 * 4 = 
9393.四则运算题目9393    7 * 7 * 9 / 9 = 
9394.四则运算题目9394    5 + 7 / 6 = 
9395.四则运算题目9395    4 * 4 * 6 + 7 = 
9396.四则运算题目9396    3 + 3 + 1 / 3 = 
9397.四则运算题目9397    4 * 8 + 5 / 8 = 
9398.四则运算题目9398    7 / 1 - 1 - 5 = 
9399.四则运算题目9399    5 / 5 + 5 + 2 = 
9400.四则运算题目9400    2 + 6 * 6 - 6 = 
9401.四则运算题目9401    8 + 5 - 8 + 5 = 
9402.四则运算题目9402    7 / 6 * 9 = 
9403.四则运算题目9403    3 + 3 + 5 / 7 = 
9404.四则运算题目9404    9 * 6 + 1 / 1 = 
9405.四则运算题目9405    3 + 2 / 7 * 3 = 
9406.四则运算题目9406    1 * 2 / 2 / 7 = 
9407.四则运算题目9407    4 * 7 - 3 + 3 = 
9408.四则运算题目9408    8 / 9 * 8 - 0 = 
9409.四则运算题目9409    5 * 6 + 6 + 4 = 
9410.四则运算题目9410    9 - 2 / 5 = 
9411.四则运算题目9411    2 - 1 + 1 + 5 = 
9412.四则运算题目9412    9 * 9 * 9 * 3 = 
9413.四则运算题目9413    3 + 3 + 1 - 5 = 
9414.四则运算题目9414    2 / 2 / 2 / 5 = 
9415.四则运算题目9415    2 - 0 / 3 * 4 = 
9416.四则运算题目9416    7 - 8 / 7 - 3 = 
9417.四则运算题目9417    7 + 8 - 8 / 8 = 
9418.四则运算题目9418    9 + 2 * 2 * 9 = 
9419.四则运算题目9419    4 / 4 / 4 + 8 = 
9420.四则运算题目9420    9 + 5 / 3 = 
9421.四则运算题目9421    3 + 7 / 1 - 1 = 
9422.四则运算题目9422    1 + 5 / 3 * 1 = 
9423.四则运算题目9423    9 - 8 + 2 / 8 = 
9424.四则运算题目9424    4 * 4 * 8 - 0 = 
9425.四则运算题目9425    7 / 7 / 2 * 8 = 
9426.四则运算题目9426    6 * 4 - 4 - 6 = 
9427.四则运算题目9427    6 / 6 + 6 / 7 = 
9428.四则运算题目9428    0 + 1 * 1 / 6 = 
9429.四则运算题目9429    8 - 5 / 5 / 4 = 
9430.四则运算题目9430    2 * 9 / 2 * 7 = 
